Date,Sydney(SYDD),Melbourne (MELD),Brisbane inc Gold Coast (BRID),Adelaide (ADED),Perth (PERD),5 Cap City Aggregate (AUSD)
2019-06-16,151.42,139.56,106.02,116.30,87.88,131.32
2019-06-15,151.50,139.59,106.06,116.33,87.89,131.36
2019-06-14,151.58,139.67,106.10,116.35,87.97,131.44
2019-06-13,151.52,139.75,106.10,116.51,87.98,131.44
2019-06-12,151.46,139.72,106.02,116.52,87.92,131.39
2019-06-11,151.44,139.64,106.03,116.54,87.88,131.35
2019-06-10,151.45,139.69,106.07,116.51,87.89,131.38
2019-06-09,151.44,139.61,106.11,116.53,87.89,131.36
2019-06-08,151.48,139.58,106.17,116.44,87.94,131.38
2019-06-07,151.48,139.61,106.17,116.46,87.99,131.40
2019-06-06,151.33,139.49,106.19,116.39,88.05,131.32
2019-06-05,151.34,139.51,106.19,116.41,88.10,131.34
2019-06-04,151.35,139.56,106.20,116.42,88.12,131.36
2019-06-03,151.37,139.56,106.22,116.44,88.15,131.38
2019-06-02,151.39,139.59,106.22,116.48,88.20,131.41
2019-06-01,151.45,139.63,106.25,116.48,88.23,131.45
2019-05-31,151.53,139.68,106.34,116.49,88.21,131.50
2019-05-30,151.44,139.57,106.31,116.31,88.21,131.43
2019-05-29,151.50,139.60,106.36,116.31,88.21,131.47
2019-05-28,151.50,139.64,106.38,116.35,88.31,131.50
2019-05-27,151.46,139.62,106.41,116.32,88.36,131.50
2019-05-26,151.39,139.66,106.43,116.33,88.45,131.50
2019-05-25,151.45,139.72,106.47,116.22,88.50,131.54
2019-05-24,151.32,139.81,106.46,116.18,88.45,131.50
2019-05-23,151.30,139.78,106.50,116.16,88.45,131.49
2019-05-22,151.42,139.78,106.54,116.18,88.37,131.53
2019-05-21,151.41,139.64,106.57,116.13,88.41,131.50
2019-05-20,151.48,139.72,106.57,116.17,88.56,131.58
2019-05-19,151.00,139.54,106.54,116.26,88.86,131.39
2019-05-18,151.05,139.58,106.52,116.27,88.88,131.42
2019-05-17,151.10,139.67,106.54,116.25,88.91,131.47
2019-05-16,151.12,139.72,106.56,116.23,88.92,131.50
2019-05-15,151.20,139.79,106.57,116.25,88.92,131.55
2019-05-14,151.18,139.70,106.53,116.24,88.92,131.51
2019-05-13,151.30,139.75,106.51,116.30,88.94,131.57
2019-05-12,151.43,139.83,106.53,116.34,88.94,131.65
2019-05-11,151.52,139.86,106.54,116.31,89.03,131.71
2019-05-10,151.61,139.88,106.58,116.31,89.04,131.75
2019-05-09,151.71,139.90,106.63,116.30,89.04,131.81
2019-05-08,151.77,139.93,106.64,116.27,89.04,131.84
2019-05-07,151.81,139.92,106.67,116.26,89.06,131.86
2019-05-06,151.91,139.92,106.70,116.32,89.05,131.90
2019-05-05,151.97,139.97,106.73,116.30,89.07,131.94
2019-05-04,152.09,140.02,106.76,116.31,89.09,132.01
2019-05-03,152.15,140.07,106.75,116.32,89.11,132.05
2019-05-02,152.19,140.15,106.76,116.29,89.10,132.08
2019-05-01,152.23,140.20,106.77,116.29,89.09,132.11
2019-04-30,152.22,140.10,106.77,116.29,89.09,132.08
2019-04-29,152.31,140.24,106.83,116.31,89.10,132.16
2019-04-28,152.42,140.25,106.87,116.24,89.08,132.21
2019-04-27,152.49,140.28,106.85,116.18,89.09,132.24
2019-04-26,152.48,140.33,106.89,116.19,89.14,132.26
2019-04-25,152.50,140.40,106.91,116.20,89.18,132.29
2019-04-24,152.53,140.47,106.89,116.22,89.21,132.33
2019-04-23,152.59,140.44,106.92,116.21,89.21,132.35
2019-04-22,152.65,140.46,106.93,116.22,89.19,132.37
2019-04-21,152.73,140.48,106.91,116.16,89.16,132.40
2019-04-20,152.78,140.48,106.92,116.16,89.22,132.43
2019-04-19,152.78,140.48,106.93,116.18,89.19,132.43
2019-04-18,152.70,140.37,106.92,116.18,89.25,132.37
